,Date,Open,High,Low,Close,Adj Close,Volume,Outlier,Prediction,L14,H14,%K,%D,Sell Entry,Sell Exit,Short,Buy Entry,Buy Exit,Long,Position
36,2010-08-19,18.540001,19.25,18.33,18.790001,18.790001,579100,0,0,17.389999,22.18,29.227593063132986,31.59361901316235,False,False,0.0,False,False,0.0,0.0
37,2010-08-20,18.65,19.110001,18.51,19.1,19.1,296000,0,0,17.389999,22.18,35.6993871191259,31.245671973763695,False,True,0.0,False,False,0.0,0.0
38,2010-08-23,19.09,20.389999,19.0,20.129998999999998,20.129998999999998,1088100,0,0,17.389999,22.18,57.202493277141244,40.709824486466715,False,False,0.0,False,False,0.0,0.0
39,2010-08-24,19.25,19.709999,18.950001,19.200001,19.200001,673100,0,0,17.389999,21.549999,43.50966346153848,45.47051461926855,False,False,0.0,False,True,0.0,0.0
40,2010-08-25,19.16,19.98,18.559998999999998,19.9,19.9,503300,0,0,17.389999,20.389999,83.66669999999998,61.459618912893234,False,True,0.0,False,False,0.0,0.0
41,2010-08-26,19.889999,20.27,19.6,19.75,19.75,433800,0,0,17.389999,20.389999,78.6667,68.61435448717948,False,False,0.0,False,False,0.0,0.0
42,2010-08-27,19.75,19.870001000000002,19.5,19.700001,19.700001,379600,0,0,17.389999,20.389999,77.00006666666668,79.77782222222221,False,False,0.0,False,True,0.0,0.0
43,2010-08-30,19.700001,20.190001000000002,19.610001,19.870001000000002,19.870001000000002,732800,0,0,17.389999,20.389999,82.66673333333343,79.44450000000002,False,True,0.0,False,False,0.0,0.0
44,2010-08-31,19.66,19.790001,19.33,19.48,19.48,201100,0,0,17.389999,20.389999,69.66670000000002,76.44450000000002,False,False,0.0,False,True,0.0,0.0
45,2010-09-01,19.620001000000002,20.690001000000002,19.6,20.450001,20.450001,494900,0,0,17.66,20.690001000000002,92.07921053491395,81.47088128941579,False,True,0.0,False,False,0.0,0.0
46,2010-09-02,20.370001000000002,21.24,20.309998999999998,21.059998999999998,21.059998999999998,487100,0,0,18.26,21.24,93.95969798657715,85.23520284049704,False,False,0.0,False,False,0.0,0.0
47,2010-09-03,20.870001000000002,21.299999,20.66,21.049999,21.049999,434600,0,0,18.33,21.299999,91.58248874831271,92.54046575660125,True,False,-1.0,False,True,0.0,-1.0
48,2010-09-07,20.610001,21.0,20.5,20.540001,20.540001,243400,0,0,18.33,21.299999,74.41083313496068,86.6510066232835,False,False,-1.0,False,False,0.0,-1.0
49,2010-09-08,20.66,20.950001,20.6,20.9,20.9,288400,0,0,18.33,21.299999,86.5320156673453,84.17511251687289,False,True,0.0,False,False,0.0,0.0
50,2010-09-09,21.0,21.049999,20.690001000000002,20.709999,20.709999,376200,0,0,18.51,21.299999,78.85303901542616,79.93196260591071,False,False,0.0,False,True,0.0,0.0
51,2010-09-10,20.75,20.93,19.76,20.17,20.17,386600,0,0,18.559998999999998,21.299999,58.75916058394171,74.71473842223772,False,False,0.0,False,False,0.0,0.0
52,2010-09-13,20.889999,20.9,20.5,20.719998999999998,20.719998999999998,360800,0,0,18.559998999999998,21.299999,78.83211678832112,72.14810546256298,False,True,0.0,False,False,0.0,0.0
53,2010-09-14,20.540001,21.6,20.530001000000002,21.120001000000002,21.120001000000002,654700,0,0,18.559998999999998,21.6,84.21056440441964,73.93394725889415,False,False,0.0,False,False,0.0,0.0
54,2010-09-15,20.98,22.0,20.790001,21.98,21.98,684600,0,0,19.33,22.0,99.25093632958803,87.43120584077626,False,False,0.0,False,False,0.0,0.0
55,2010-09-16,22.15,23.16,20.84,20.940001000000002,20.940001000000002,2684500,0,0,19.33,23.16,42.036579634464836,75.16602678949083,False,False,0.0,False,True,0.0,0.0
56,2010-09-17,21.02,21.32,19.799999,20.23,20.23,1198500,0,0,19.33,23.16,23.498694516971323,54.928736827008045,False,False,0.0,False,False,0.0,0.0
57,2010-09-20,20.67,21.35,20.16,21.059998999999998,21.059998999999998,947500,0,0,19.33,23.16,45.16968668407307,36.901653611836394,False,True,0.0,False,False,0.0,0.0
58,2010-09-21,20.889999,21.549999,20.67,20.77,20.77,796000,0,0,19.6,23.16,32.8651685393258,33.84451658012338,False,False,0.0,False,True,0.0,0.0
59,2010-09-22,20.870001000000002,20.950001,19.799999,19.870001000000002,19.870001000000002,962900,0,0,19.76,23.16,3.2353235294117795,27.090059584270197,False,False,0.0,False,False,0.0,0.0
60,2010-09-23,19.889999,20.139999,19.5,19.559998999999998,19.559998999999998,668100,0,0,19.5,23.16,1.6393169398906473,12.579936336209391,False,False,0.0,False,False,0.0,0.0
61,2010-09-24,19.950001,20.190001000000002,19.65,20.1,20.1,578900,0,0,19.5,23.16,16.393442622950857,7.089361030751076,False,True,0.0,True,False,1.0,1.0
62,2010-09-27,20.4,20.809998999999998,20.049999,20.530001000000002,20.530001000000002,418600,0,0,19.5,23.16,28.142103825136672,15.39162112932604,False,False,0.0,False,False,1.0,1.0
63,2010-09-28,21.040001,21.49,20.76,21.4,21.4,1214500,0,0,19.5,23.16,51.91256830601089,32.14937158469945,False,False,0.0,False,False,1.0,1.0
64,2010-09-29,21.190001000000002,22.030001000000002,21.129998999999998,21.98,21.98,1969300,0,0,19.5,23.16,67.75956284153007,49.271411657559185,False,False,0.0,False,False,1.0,1.0
65,2010-09-30,22.0,22.15,20.190001000000002,20.41,20.41,2195800,0,0,19.5,23.16,24.86338797814208,48.17850637522765,False,False,0.0,False,True,0.0,0.0
66,2010-10-01,20.690001000000002,20.75,20.309998999999998,20.6,20.6,597700,0,0,19.5,23.16,30.05464480874321,40.89253187613843,False,False,0.0,False,False,0.0,0.0
67,2010-10-04,20.43,21.17,20.299999,20.99,20.99,643600,0,0,19.5,23.16,40.71038251366116,31.876138433515454,False,True,0.0,False,False,0.0,0.0
68,2010-10-05,21.15,21.280001000000002,21.01,21.120001000000002,21.120001000000002,332000,0,0,19.5,23.16,44.26232240437164,38.34244990892531,False,False,0.0,False,False,0.0,0.0
69,2010-10-06,21.059998999999998,21.26,20.32,20.459999,20.459999,313400,0,0,19.5,22.15,36.22637735849058,40.399694092174435,False,False,0.0,False,True,0.0,0.0
70,2010-10-07,20.57,20.639999,20.34,20.43,20.43,141000,0,0,19.5,22.15,35.09433962264152,38.52767979516789,False,False,0.0,False,False,0.0,0.0
71,2010-10-08,20.43,20.790001,20.389999,20.43,20.43,267800,0,0,19.5,22.15,35.09433962264152,35.47168553459118,False,False,0.0,False,False,0.0,0.0
72,2010-10-11,20.440001000000002,20.700001,20.07,20.24,20.24,171200,0,0,19.5,22.15,27.92452830188675,32.70440251572323,False,False,0.0,False,False,0.0,0.0
73,2010-10-12,20.200001,20.280001000000002,20.030001000000002,20.24,20.24,244000,0,0,19.5,22.15,27.92452830188675,30.314465408804978,False,False,0.0,False,False,0.0,0.0
74,2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200,0,0,19.65,22.15,35.600040000000064,30.483032201257828,False,True,0.0,False,False,0.0,0.0
75,2010-10-14,21.0,21.030001000000002,20.4,20.75,20.75,294800,0,0,20.030001000000002,22.15,33.962233001053264,32.49560043431333,False,False,0.0,False,False,0.0,0.0
76,2010-10-15,20.889999,20.9,20.25,20.540001,20.540001,284700,0,0,20.030001000000002,22.15,24.056615121044818,31.206296040699353,False,False,0.0,False,True,0.0,0.0
77,2010-10-18,20.52,20.639999,20.219998999999998,20.23,20.23,162800,0,0,20.030001000000002,22.15,9.433919544301606,22.484255888799865,False,False,0.0,False,False,0.0,0.0
78,2010-10-19,20.200001,20.41,20.0,20.049999,20.049999,245200,0,0,20.0,22.15,2.3255348837209167,11.938689849689084,False,False,0.0,False,False,0.0,0.0
79,2010-10-20,20.16,20.690001000000002,20.040001,20.65,20.65,312500,0,0,20.0,21.280001000000002,50.78121032717924,20.84688825173389,False,True,0.0,False,False,0.0,0.0
80,2010-10-21,20.610001,20.950001,20.450001,20.75,20.75,417100,0,0,20.0,21.280001000000002,58.593704223668475,37.23348314485619,False,False,0.0,False,False,0.0,0.0
81,2010-10-22,20.68,20.93,20.549999,20.719998999999998,20.719998999999998,161100,0,0,20.0,21.280001000000002,56.2498779297826,55.208264160210085,False,False,0.0,False,False,0.0,0.0
82,2010-10-25,20.940001000000002,20.98,20.73,20.85,20.85,118500,0,0,20.0,21.26,67.46031746031748,60.76796653792284,False,False,0.0,False,False,0.0,0.0
83,2010-10-26,20.799999,21.870001000000002,20.51,21.360001,21.360001,660900,0,0,20.0,21.870001000000002,72.72728731161101,65.47916090057035,False,False,0.0,False,False,0.0,0.0
84,2010-10-27,21.25,21.379998999999998,20.65,21.0,21.0,356500,0,0,20.0,21.870001000000002,53.475907232135114,64.55450400135452,False,False,0.0,False,True,0.0,0.0
85,2010-10-28,21.389999,21.5,20.959999,21.190001000000002,21.190001000000002,224200,0,0,20.0,21.870001000000002,63.63638308214814,63.2798592086314,False,True,0.0,False,False,0.0,0.0
86,2010-10-29,21.139999,21.85,21.049999,21.84,21.84,280600,0,0,20.0,21.870001000000002,98.3956693071286,71.83598654047061,False,False,0.0,False,False,0.0,0.0
87,2010-11-01,21.940001000000002,22.75,21.309998999999998,21.41,21.41,455800,0,0,20.0,22.75,51.27272727272728,71.101593220668,False,False,0.0,False,True,0.0,0.0
88,2010-11-02,21.68,21.879998999999998,21.049999,21.25,21.25,322500,0,0,20.0,22.75,45.45454545454545,65.04098067813375,False,False,0.0,False,False,0.0,0.0
89,2010-11-03,21.280001000000002,22.5,21.16,21.77,21.77,372600,0,0,20.0,22.75,64.36363636363635,53.69696969696968,False,True,0.0,False,False,0.0,0.0
90,2010-11-04,22.6,25.33,22.15,24.9,24.9,1874000,0,0,20.0,25.33,91.93245778611633,67.25021320143269,False,False,0.0,False,False,0.0,0.0
91,2010-11-05,24.870001000000002,24.969998999999998,23.719998999999998,24.440001000000002,24.440001000000002,1011000,0,0,20.0,25.33,83.30208255159481,79.86605890044915,False,False,0.0,False,False,0.0,0.0
92,2010-11-08,24.5,25.0,24.030001000000002,24.98,24.98,509500,0,0,20.040001,25.33,93.3837416604427,89.53942733271792,False,False,0.0,False,False,0.0,0.0
93,2010-11-09,25.0,25.690001000000002,24.049999,24.629998999999998,24.629998999999998,956400,0,0,20.450001,25.690001000000002,79.7709541984732,85.48559280350354,True,False,-1.0,False,True,0.0,-1.0
94,2010-11-10,24.48,29.969998999999998,24.049999,29.360001,29.360001,3060500,0,0,20.51,29.969998999999998,93.55181750019214,88.90217111970264,False,True,0.0,False,False,0.0,0.0
95,2010-11-11,28.6,29.1,27.33,28.040001,28.040001,1945300,0,0,20.51,29.969998999999998,79.59832765310018,84.30703311725513,True,False,-1.0,False,True,0.0,-1.0
96,2010-11-12,28.25,30.5,28.07,29.84,29.84,2729100,0,0,20.51,30.5,93.39339339339338,88.84784618222852,False,True,0.0,False,False,0.0,0.0
97,2010-11-15,30.219998999999998,32.939999,30.219998999999998,30.799999,30.799999,2622900,0,0,20.65,32.939999,82.58746807058324,85.19306303902555,True,False,-1.0,False,True,0.0,-1.0
98,2010-11-16,31.0,31.4,28.42,29.67,29.67,1347600,0,0,20.959999,32.939999,72.70451585976629,82.8951257745809,False,False,-1.0,False,False,0.0,-1.0
99,2010-11-17,30.200001,30.75,28.610001,29.49,29.49,750000,0,0,21.049999,32.939999,70.98402859545835,75.42533750860257,False,False,-1.0,False,False,0.0,-1.0
100,2010-11-18,30.67,30.74,28.92,29.889999,29.889999,956100,0,0,21.049999,32.939999,74.34819175777965,72.67891207100136,False,True,0.0,False,False,0.0,0.0
101,2010-11-19,30.16,31.370001000000002,29.700001,30.99,30.99,1150500,0,0,21.049999,32.939999,83.59967199327164,76.31063078216982,False,False,0.0,False,False,0.0,0.0
102,2010-11-22,31.57,33.450001,31.5,33.400002,33.400002,1529700,0,0,21.16,33.450001,99.59317334473774,85.84701236526296,False,False,0.0,False,False,0.0,0.0
103,2010-11-23,33.290001000000004,35.68,32.189999,34.57,34.57,1577800,0,0,22.15,35.68,91.7960088691796,91.66295140239627,False,False,0.0,False,False,0.0,0.0
104,2010-11-24,35.27,35.970001,34.330002,35.470001,35.470001,1425000,0,0,23.719998999999998,35.970001,95.91836801332767,95.76918340908162,False,False,0.0,False,False,0.0,0.0
105,2010-11-26,35.599998,36.0,34.75,35.32,35.32,350600,0,0,24.030001000000002,36.0,94.31913068664417,94.01116918971708,False,False,0.0,False,False,0.0,0.0
106,2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600,0,0,24.049999,36.0,86.02512250835795,92.08754040277653,True,False,-1.0,False,True,0.0,-1.0
107,2010-11-30,33.740002000000004,35.330002,33.41,35.330002,35.330002,2222600,0,0,24.049999,36.0,94.39332264491024,91.57919194663738,False,True,0.0,False,False,0.0,0.0
108,2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,0,0,27.33,36.419998,77.22771776187409,85.88205430504736,True,False,-1.0,False,True,0.0,-1.0
109,2010-12-02,34.009997999999996,34.299999,31.200001,32.349998,32.349998,2007000,0,0,28.07,36.419998,51.25747335508343,74.29283792062253,False,False,-1.0,False,False,0.0,-1.0
110,2010-12-03,32.009997999999996,32.25,30.870001000000002,31.49,31.49,1160100,0,0,28.42,36.419998,38.37500959375237,55.6200669035699,False,False,-1.0,False,False,0.0,-1.0
111,2010-12-06,31.35,31.450001,29.559998999999998,30.309998999999998,30.309998999999998,1274400,0,0,28.42,36.419998,23.624993406248308,37.75249211836131,False,False,-1.0,False,False,0.0,-1.0
112,2010-12-07,30.49,32.400002,30.049999,31.559998999999998,31.559998999999998,1311300,0,0,28.610001,36.419998,37.77207596878715,33.25735965626256,False,True,0.0,False,False,0.0,0.0
113,2010-12-08,32.48,32.490002000000004,31.52,32.369999,32.369999,660000,0,0,28.92,36.419998,45.99999893333304,35.799022769456116,False,False,0.0,False,False,0.0,0.0
114,2010-12-09,32.509997999999996,32.720001,31.65,32.049999,32.049999,406000,0,0,29.559998999999998,36.419998,36.29738138445794,40.023152095525994,False,False,0.0,False,True,0.0,0.0
115,2010-12-10,32.049999,32.919998,31.129998999999998,31.52,31.52,429400,0,0,29.559998999999998,36.419998,28.571447313622077,36.956275877137635,False,False,0.0,False,False,0.0,0.0
116,2010-12-13,31.639999,31.77,30.4,30.549999,30.549999,410400,0,0,29.559998999999998,36.419998,14.431488984182092,26.43343922742066,False,False,0.0,False,False,0.0,0.0
117,2010-12-14,30.290001,30.389999,27.76,28.530001000000002,28.530001000000002,1765700,0,0,27.76,36.419998,8.891468566159032,17.298134954654355,False,False,0.0,False,False,0.0,0.0
118,2010-12-15,28.67,29.969998999999998,28.530001000000002,29.6,29.6,742900,0,0,27.76,36.419998,21.247118070927964,14.856691873756319,False,True,0.0,True,False,1.0,1.0
119,2010-12-16,30.0,30.91,29.65,30.809998999999998,30.809998999999998,790100,0,0,27.76,36.419998,35.219396124571816,21.785994253886226,False,False,0.0,False,False,1.0,1.0
120,2010-12-17,31.34,31.540001,30.709999,31.360001,31.360001,813000,0,0,27.76,36.419998,41.570459946988436,32.67899138082936,False,False,0.0,False,False,1.0,1.0
121,2010-12-20,31.639999,32.189999,31.26,31.700001,31.700001,523400,0,0,27.76,36.419998,45.49655785139904,40.76213797431972,False,False,0.0,False,False,1.0,1.0
122,2010-12-21,31.799999,32.689999,31.709999,32.259997999999996,32.259997999999996,777700,0,0,27.76,34.299999,68.80731938949832,51.958112395961884,False,False,0.0,False,False,1.0,1.0
123,2010-12-22,32.25,32.860001000000004,31.700001,32.630001,32.630001,833300,0,0,27.76,32.919998,94.37990092244223,69.56125938777983,False,False,0.0,False,False,1.0,1.0
124,2010-12-23,31.26,32.48,29.92,30.09,30.09,1552600,0,0,27.76,32.919998,45.1550562616497,69.44742552453003,False,False,0.0,False,True,0.0,0.0
125,2010-12-27,28.02,28.58,25.059998999999998,25.549999,25.549999,9301900,1,0,25.059998999999998,32.919998,6.234097485254156,48.589684889781985,False,False,0.0,False,False,0.0,0.0
126,2010-12-28,25.85,26.75,25.0,26.41,26.41,4056300,1,0,25.0,32.919998,17.803034798746165,23.064062848549963,False,False,0.0,False,False,0.0,0.0
127,2010-12-29,27.030001000000002,28.01,26.5,27.73,27.73,3319200,1,1,25.0,32.919998,34.469705674168104,19.502279319389427,False,True,0.0,True,False,1.0,1.0
128,2010-12-30,27.700001,27.9,26.379998999999998,26.5,26.5,2041100,0,0,25.0,32.919998,18.939398722070386,23.737379731661505,False,False,0.0,False,True,0.0,0.0
129,2010-12-31,26.57,27.25,26.5,26.629998999999998,26.629998999999998,1417900,0,0,25.0,32.860001000000004,20.73789812494931,24.715667507062552,False,False,0.0,False,False,0.0,0.0
130,2011-01-03,26.84,27.0,25.9,26.620001000000002,26.620001000000002,1283000,0,0,25.0,32.860001000000004,20.610697123320993,20.095997990113514,False,True,0.0,False,False,0.0,0.0
131,2011-01-04,26.66,26.950001,26.02,26.67,26.67,1187400,0,0,25.0,32.860001000000004,21.24681663526507,20.865137294511744,False,False,0.0,False,False,0.0,0.0
132,2011-01-05,26.48,26.9,26.190001000000002,26.83,26.83,1446700,0,0,25.0,32.860001000000004,23.2824397859491,21.713317848178338,False,False,0.0,False,False,0.0,0.0
133,2011-01-06,26.83,28.0,26.809998999999998,27.879998999999998,27.879998999999998,2061200,0,0,25.0,32.860001000000004,36.64120398966866,27.056820136960898,False,False,0.0,False,False,0.0,0.0
134,2011-01-07,28.0,28.58,27.9,28.24,28.24,2247900,0,0,25.0,32.860001000000004,41.22136880135253,33.715004192323384,False,False,0.0,False,False,0.0,0.0
135,2011-01-10,28.17,28.68,28.049999,28.450001,28.450001,1342700,0,0,25.0,32.860001000000004,43.8931369092701,40.58523656676371,False,False,0.0,False,False,0.0,0.0
136,2011-01-11,28.59,28.709999,26.92,26.959999,26.959999,1710200,0,0,25.0,32.860001000000004,24.93637087323524,36.683625527952564,False,False,0.0,False,True,0.0,0.0
137,2011-01-12,27.01,27.4,26.52,26.959999,26.959999,964400,0,0,25.0,32.48,26.203195187165782,31.677567656556988,False,False,0.0,False,False,0.0,0.0
138,2011-01-13,26.959999,26.969998999999998,26.16,26.219998999999998,26.219998999999998,723600,0,0,25.0,28.709999,32.88407894449561,28.007881668298825,False,True,0.0,False,False,0.0,0.0
139,2011-01-14,26.15,26.58,25.610001,25.75,25.75,1192000,0,0,25.0,28.709999,20.21563887213986,26.43430433460037,False,False,0.0,False,True,0.0,0.0
140,2011-01-18,25.48,25.639999,24.75,25.639999,25.639999,1621700,0,0,24.75,28.709999,22.47472789765855,25.19148190476463,False,False,0.0,False,False,0.0,0.0
141,2011-01-19,25.27,25.469998999999998,23.75,24.030001000000002,24.030001000000002,2371500,0,0,23.75,28.709999,5.645182589754598,16.111849786517624,False,False,0.0,False,False,0.0,0.0
142,2011-01-20,24.030001000000002,24.450001,22.370001000000002,22.620001000000002,22.620001000000002,2279900,0,0,22.370001000000002,28.709999,3.94321890953278,10.687709798981933,False,False,0.0,False,False,0.0,0.0
143,2011-01-21,23.120001000000002,23.59,22.709999,23.040001,23.040001,1217000,0,0,22.370001000000002,28.709999,10.567826677547822,6.71874272561169,False,True,0.0,True,False,1.0,1.0
144,2011-01-24,23.530001000000002,24.809998999999998,23.23,24.49,24.49,1645100,0,0,22.370001000000002,28.709999,33.43848057996228,15.98317538901425,False,False,0.0,False,False,1.0,1.0
145,2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500,0,0,22.370001000000002,28.709999,36.435326951207216,26.813878069572397,False,False,0.0,False,False,1.0,1.0
146,2011-01-26,24.709999,24.879998999999998,24.1,24.75,24.75,1079900,0,0,22.370001000000002,28.709999,37.5394282458764,35.804411925681926,False,False,0.0,False,False,1.0,1.0
147,2011-01-27,24.74,25.08,24.530001000000002,24.92,24.92,895700,0,0,22.370001000000002,28.709999,40.220817104358716,38.065190767147406,False,False,0.0,False,False,1.0,1.0
148,2011-01-28,24.879998999999998,24.879998999999998,23.75,24.01,24.01,1048400,0,0,22.370001000000002,28.709999,25.867500273659395,34.542581874631466,False,False,0.0,False,True,0.0,0.0
149,2011-01-31,24.049999,24.120001000000002,23.5,24.1,24.1,830300,0,0,22.370001000000002,28.709999,27.287059081091193,31.12512548636973,False,False,0.0,False,False,0.0,0.0
150,2011-02-01,24.309998999999998,24.73,23.540001,23.91,23.91,707800,0,0,22.370001000000002,27.4,30.61628839290026,27.923615915883577,False,True,0.0,False,False,0.0,0.0
151,2011-02-02,24.16,24.18,23.67,23.940001000000002,23.940001000000002,569500,0,0,22.370001000000002,26.969998999999998,34.13044962193466,30.677932365308664,False,False,0.0,False,False,0.0,0.0
152,2011-02-03,23.82,23.9,23.15,23.629998999999998,23.629998999999998,512000,0,0,22.370001000000002,26.58,29.928700695653305,31.5584795701627,False,False,0.0,False,True,0.0,0.0
153,2011-02-04,23.440001000000002,23.67,23.219998999999998,23.459999,23.459999,544000,0,0,22.370001000000002,25.639999,33.33329255858868,32.46414762539217,False,True,0.0,False,False,0.0,0.0
154,2011-02-07,23.26,23.26,22.879998999999998,23.07,23.07,895100,0,0,22.370001000000002,25.469998999999998,22.580627471372537,28.614206908538133,False,False,0.0,False,True,0.0,0.0
155,2011-02-08,23.780001000000002,25.25,23.0,24.49,24.49,3504900,1,0,22.370001000000002,25.25,73.61110194829922,43.175007326086764,False,True,0.0,False,False,0.0,0.0
156,2011-02-09,24.129998999999998,24.18,22.790001,23.209999,23.209999,2635600,0,0,22.709999,25.25,19.68503162006629,38.62558701324597,False,False,0.0,False,True,0.0,0.0
157,2011-02-10,23.26,23.639999,22.809998999999998,23.219998999999998,23.219998999999998,836100,0,0,22.790001,25.25,17.479600601463567,36.925244723276315,False,False,0.0,False,False,0.0,0.0
158,2011-02-11,23.25,23.75,22.940001000000002,23.25,23.25,634500,0,0,22.790001,25.25,18.6991539427455,18.621262054758414,False,True,0.0,True,False,1.0,1.0
159,2011-02-14,23.639999,24.139999,23.049999,23.08,23.08,1283100,0,0,22.790001,25.25,11.788582027878798,15.989112190695918,False,False,0.0,False,True,0.0,0.0
